hip,hd,proper,bf,bayer,flam,con,ra_deg,dec,mag,ci,spect,dist
64053,113902,"","","","",Cen,196.909575,-53.459764,5.7,-0.061,B8V,100.1001
64077,114092,"","","","",Com,196.97349,27.555958,6.2,1.363,K4III,132.626
64078,114038,"",49    Vir,"",49,Vir,196.97421,-10.740408,5.15,1.138,K2III,94.2507
64094,113904,"",The Mus,The,"",Mus,197.02981499999999,-65.306023,5.44,-0.033,WC6 + O9.5I,100000.0
64108,113694,"","","","",Cha,197.085405,-78.44603,6.43,0.008,A0V,123.4568
64117,113919,"","","","",Mus,197.115975,-67.796762,6.34,1.71,M1III,281.6901
64122,114113,"","","","",Vir,197.13528000000002,-8.984385,5.57,1.178,K3III,97.0874
64166,114149,"",45Psi Hya,Psi,45,Hya,197.263635,-23.11807,4.94,1.048,K0III,70.9723
64179,114256,"","","","",Vir,197.30181,10.022468,5.79,1.025,K0III,94.518
64181,114203,"","","","",Vir,197.309325,-9.538098,6.32,1.017,K0,127.8772
64212,114357,"","","","",CVn,197.41108499999999,37.423146,6.01,1.169,K3III,106.4963
64217,114376,"",15    CVn,"",15,CVn,197.42514,38.533885,6.25,-0.098,B7III,370.3704
64224,114287,"",50    Vir,"",50,Vir,197.43867,-10.329327,5.95,1.49,K5III,212.766
64226,114326,"","","","",Com,197.449365,16.848611,5.91,1.45,K5III,206.1856
64238,114330,"",51The Vir,The,51,Vir,197.48746500000001,-5.53901,4.38,-0.008,A1V,96.8054
64241,114378,Diadem,42Alp Com,Alp,42,Com,197.49703499999998,17.529431,4.32,0.455,F5V,17.8253
64246,114447,"",17    CVn,"",17,CVn,197.513445,38.498981,5.91,0.294,A9III-IV,63.2911
64320,114365,"","","","",Cen,197.743515,-52.566897,6.05,-0.079,Ap,115.7407
64332,114435,"","","","",Cen,197.78707500000002,-42.232891,5.78,0.521,F7IV,84.8896
64348,114474,"","","","",Cen,197.846835,-43.368553,5.24,1.049,K1/K2III,68.1663
64375,114576,"","","","",Hya,197.913345,-26.551722,6.49,0.193,A5V,110.6195
64390,114371,"","","","",Mus,197.96418,-69.942017,5.92,0.415,F3IV/V,42.1053
64394,114710,"",43Bet Com,Bet,43,Com,197.96856,27.878183,4.23,0.572,G0V,9.1291
64395,114461,"","","","",Cen,197.97114,-63.302992,6.32,0.426,F0II,100000.0
64408,114613,"","","","",Cen,198.013515,-37.803022,4.85,0.693,G3V,20.6697
64407,114642,"",53    Vir,"",53,Vir,198.01476,-16.198601,5.04,0.46,F6V,33.9098
64417,114724,"","","","",Com,198.03504,24.258027,6.31,1.006,K1III,131.7523
64425,114529,"","","","",Cen,198.07338,-59.920579,4.58,-0.073,B8V,116.144
64437,115337,"","","","",Cam,198.10605,80.471309,6.25,0.955,K0Ib,207.9002
64445,114780,"","","","",Vir,198.13717499999998,11.556096,5.76,1.499,M0III,257.0694
64466,114570,"","","","",Mus,198.20325,-66.226747,5.91,0.048,A0V(n),90.7441
64472,114707,"","","","",Cen,198.211845,-42.69972,6.19,1.057,K0III,176.3668
64478,114630,"","","","",Cen,198.232125,-59.816605,6.18,0.592,G0V,42.1585
64496,114889,"","","","",Com,198.30171,18.727008,6.1,1.201,G8III,106.2699
64515,114772,"","","","",Cen,198.34734,-50.699829,5.9,-0.011,B9V,112.2334
64520,114846,"",54    Vir,"",54,Vir,198.361815,-18.826406,6.26,0.088,A0V,194.1748
64530,114975,"","","","",CVn,198.399765,36.887582,6.5,1.616,M0,512.8205
64540,115004,"","","","",CVn,198.428955,40.152885,4.94,1.061,K0III,140.8451
64557,114873,"","","","",Cen,198.49047,-43.139107,6.16,1.366,K5II,106.383
64577,114946,"",55    Vir,"",55,Vir,198.54541500000002,-19.930947,5.31,0.862,G8III/IV,38.9712
64580,114835,"","","","",Cen,198.550485,-58.683937,5.91,1.084,K0/K1III,109.1703
64583,114837,"","","","",Cen,198.56367,-59.103235,4.9,0.489,F7IV,18.1984
64587,114533,"","","","",Cha,198.572295,-78.447454,5.84,1.04,F8Ib,374.5318
64607,115046,"","","","",Vir,198.630345,11.331656,5.64,1.514,M0III,146.6276
64623,114971,"","","","",Cen,198.680415,-48.957022,5.84,1.061,K0IV,72.1501
64651,115050,"","","","",Cen,198.789435,-36.37141,6.17,0.968,K1III,118.624
64661,114911,"",Eta Mus,Eta,"",Mus,198.8124,-67.894589,4.79,-0.078,B8V,117.3709
64682,114912,"","","","",Mus,198.85711500000002,-69.679284,6.37,1.21,K2/K3III,89.1266
64692,115271,"",19    CVn,"",19,CVn,198.88323,40.855199,5.77,0.198,A7V,74.0741
64725,115202,"",57    Vir,"",57,Vir,198.99483,-19.943103,5.21,1.011,K1III,38.4763
64751,115319,"","","","",Com,199.05954,19.051734,6.46,0.972,G8III,101.4199
64774,115612,"","","","",Dra,199.11936,68.408001,6.2,-0.052,B9.5V,131.0616
64779,115365,"","","","",Com,199.134435,19.785289,6.43,0.274,F0V,85.3971
64790,115149,"","","","",Mus,199.187445,-65.138259,6.06,0.431,F5V,38.7297
64792,115383,"",59    Vir,"",59,Vir,199.19382000000002,9.424156,5.19,0.585,G0Vs,17.5593
64797,115404,"","","","",Com,199.212645,17.017182,6.49,0.926,K2V,11.0717
64803,115310,"","","","",Cen,199.221375,-31.506196,5.1,0.959,K0III,78.9889
64820,115211,"","","","",Mus,199.30428,-66.783438,4.86,1.48,K2Ib/II,366.3004
64822,115331,"","","","",Cen,199.308,-43.979479,5.82,0.187,Am,64.8929
64823,115478,"","","","",Vir,199.31511,13.675751,5.33,1.304,K3III,99.5025
64838,115488,"","","","",Vir,199.37439,-0.676065,6.36,0.26,F0V,81.4332
64844,115604,"",20    CVn,"",20,CVn,199.385685,40.572608,4.72,0.306,F3III,81.0373
64852,115521,"",60Sig Vir,Sig,60,Vir,199.40118,5.469869,4.78,1.638,M2III,207.0393
64906,115735,"",21    CVn,"",21,CVn,199.56051,49.682062,5.14,-0.049,A0V,84.246
64924,115617,"",61    Vir,"",61,Vir,199.601445,-18.311196,4.74,0.709,G5V,8.5551
64927,115723,"","","","",CVn,199.615515,34.098304,5.81,1.366,K4.5III,153.6098
64933,115529,"","","","",Cen,199.64532,-51.285776,6.18,-0.001,A0V,186.9159
64951,115088,"","","","",Cha,199.70136,-79.976017,6.34,-0.027,B9.5/A0V,147.0588
64962,115659,"",46Gam Hya,Gam,46,Hya,199.730385,-23.171512,2.99,0.92,G8III,41.0341
64979,115810,"","","","",CVn,199.76773500000002,35.127978,6.01,0.277,F0IV,63.012
64994,115439,"","","","",Mus,199.82913,-72.035603,6.04,1.341,K3III,170.068
65072,116010,"",23    CVn,"",23,CVn,200.079,40.150548,5.6,1.204,K1III,156.0062
65108,115778,"","","","",Cen,200.14602000000002,-59.77278,6.2,0.41,F3/F5II,133.8688
65109,115892,"",Iot Cen,Iot,"",Cen,200.14944,-36.712295,2.75,0.068,A2V,18.0213
65112,115823,"","","","",Cen,200.157645,-52.747825,5.47,-0.125,B6V,125.3133
65119,115995,"","","","",Vir,200.1732,2.94229,6.26,0.102,A3V,135.5014
65129,115842,"","","","",Cen,200.201415,-55.800688,6.0,0.236,B0.5Ia,100000.0
65144,115912,"","","","",Cen,200.240505,-46.880008,5.76,1.106,K1III,126.7427
65183,116061,"","","","",Vir,200.37404999999998,-19.489294,6.21,0.098,A2/A3V,88.8099
65198,116160,"","","","",Vir,200.423505,2.087243,5.69,0.045,A2V,67.7048
65230,116303,"","","","",CVn,200.5164,43.903379,6.34,0.255,A7m,118.9061
65241,116235,"",64    Vir,"",64,Vir,200.54037,5.154764,5.89,0.109,A2m,65.9196
65247,116084,"","","","",Cen,200.56786499999998,-52.182956,5.81,0.072,B2.5Ib,100000.0
65271,116087,"","","","",Cen,200.65816500000003,-60.988393,4.52,-0.141,B3V,108.6957
65288,116197,"","","","",Cen,200.71878,-47.943221,6.18,0.181,A4V,303.0303
65289,115967,"","","","",Mus,200.719215,-72.146712,6.06,0.049,B6V,280.8989
65301,116292,"",63    Vir,"",63,Vir,200.75464499999998,-17.735274,5.36,0.987,K0III,93.8086
65303,116226,"","","","",Cen,200.76084,-48.562791,6.37,-0.077,B6IV,649.3506
65311,116278,"","","","",Cen,200.785965,-33.189878,6.17,1.653,M2III,250.6266
65323,116365,"",65    Vir,"",65,Vir,200.82873,-4.924427,5.88,1.431,K3III,381.6794
65372,116338,"","","","",Cen,200.967255,-49.822811,6.48,0.959,G8III,120.7729
65376,116581,"","","","",CVn,200.974695,37.03392,6.1,1.637,M3III,355.8719
65378,116656,Mizar,79Zet UMa,Zet,79,UMa,200.981205,54.925362,2.23,0.057,A2V,26.3089
65381,116429,"","","","",Vir,200.98785,-20.924587,6.44,1.101,K1/K2III/IV,156.0062
65387,116243,"","","","",Cen,201.00192,-64.535668,4.52,0.822,G5III-IV,79.8085
65417,116594,"","","","",Vir,201.127215,12.431832,6.44,1.062,K0III,190.8397
65420,116568,"",66    Vir,"",66,Vir,201.13845,-5.16401,5.76,0.415,F3V,29.967
65466,116706,"","","","",Com,201.27783,23.854419,5.75,0.09,A3IV,87.4891
65468,116244,"",Iot1Mus,Iot-1,"",Mus,201.28041000000002,-74.887818,5.04,1.11,K0III,67.7966
65474,116658,Spica,67Alp Vir,Alp,67,Vir,201.298245,-11.161322,0.98,-0.235,B1V,76.5697
65477,116842,Alcor,80    UMa,"",80,UMa,201.306195,54.987958,3.99,0.169,A5V SB,25.0564
65479,116457,"","","","",Cen,201.30852,-64.485144,5.32,0.411,F2III,39.2003
65522,116458,"","","","",Mus,201.459855,-70.627248,5.65,-0.018,Ap,136.0544
65530,117043,"","","","",UMa,201.50058,63.261275,6.5,0.739,G6V,21.1685
65535,116713,"","","","",Cen,201.532245,-39.755107,5.11,1.181,Kp...,62.3441
65536,117187,"","","","",UMi,201.53349,72.391476,5.82,1.652,M1III,359.7122
65545,116831,"","","","",Vir,201.54755999999998,-1.192471,5.97,0.183,A7III,78.3085
65550,116957,"","","","",CVn,201.56914500000002,46.028055,5.88,0.985,K0III:,126.2626
65581,116870,"",68    Vir,"",68,Vir,201.679875,-12.707664,5.27,1.477,K5III,134.9528
65593,116835,"","","","",Cen,201.73382999999998,-41.497562,5.69,1.477,K3III,598.8024
65595,117566,"","","","",Cam,201.73807499999998,78.643869,5.74,0.769,G2.5IIIb,87.6424
65606,116836,"","","","",Cen,201.776625,-49.143709,6.31,0.003,A0III/IV,436.6812
65621,116873,"","","","",Cen,201.811095,-40.162665,6.4,0.974,G8/K0III,123.7624
65630,116862,"","","","",Cen,201.83607,-49.381291,6.27,-0.123,B3IV,800.0
65639,116976,"",69    Vir,"",69,Vir,201.86319,-15.973578,4.76,1.096,K1IIICN...,85.9107
65678,117242,"","","","",UMa,201.998625,52.745588,6.34,0.259,F0,97.561
65682,117033,"","","","",Hya,202.007835,-26.402235,6.49,1.608,K5III,429.1845
65721,117176,"",70    Vir,"",70,Vir,202.107555,13.778787,4.97,0.714,G5V,17.9856
65723,117261,"","","","",CVn,202.109325,40.729646,6.49,0.927,G8III,117.3709
65728,117376,"","","","",UMa,202.113045,59.945787,5.4,-0.01,A1Vn,71.3776
65754,117361,"","","","",CVn,202.19090999999997,50.718569,6.42,0.404,F0IV,78.9889
65755,116890,"","","","",Mus,202.19505,-69.627152,6.17,-0.014,B8V,187.6173
65783,117025,"","","","",Mus,202.28311499999998,-64.675794,6.09,0.117,A2m,86.6551
65790,117304,"",71    Vir,"",71,Vir,202.30417500000001,10.81831,5.65,1.052,K0III,98.2318
65796,117267,"","","","",Vir,202.312155,-1.364428,6.42,1.122,K0III,154.0832
65810,117150,"","","","",Cen,202.35521999999997,-51.165134,5.04,0.059,A0V,155.521
65835,117287,"","","","",Hya,202.42827,-23.281331,6.4,1.317,M6/M7e,124.2236
65862,117404,"","","","",Vir,202.50033,7.178853,6.18,1.471,K5,325.7329
65892,117436,"",72    Vir,"",72,Vir,202.60719,-6.470265,6.1,0.341,F2V,53.2198
65936,117440,"","","","",Cen,202.761075,-39.407307,3.9,1.186,G8II/III,277.7778
65951,117710,"","","","",CVn,202.81578,42.106153,6.07,1.075,K2III,80.3859
65969,117558,"","","","",Hya,202.88823,-28.11274,6.48,0.09,A1V,99.5025
66006,117675,"",74    Vir,"",74,Vir,202.99119,-6.255816,4.68,1.606,M3III,122.549
66015,117661,"",73    Vir,"",73,Vir,203.01171000000002,-18.72888,6.01,0.196,A7IV/V,76.5697
66019,117597,"","","","",Cen,203.02254,-38.398844,6.14,1.031,K1III,97.9432
66060,117718,"","","","",Hya,203.143635,-29.565263,6.45,0.438,F5IV,50.5306
66065,117716,"","","","",Hya,203.149605,-28.692768,5.69,0.037,A0/A1V,71.582
66086,117876,"","","","",Com,203.200875,24.346743,6.11,0.969,G8III,134.5895
66091,117789,"",75    Vir,"",75,Vir,203.21518500000002,-15.363012,5.52,1.228,K1III,157.7287
66098,117818,"",76    Vir,"",76,Vir,203.241975,-10.165,5.21,0.964,K0III,72.0981
66152,117651,"","","","",Mus,203.39958000000001,-65.63269,6.36,-0.014,A0V,111.4827
66198,118214,"",81    UMa,"",81,UMa,203.53046999999998,55.348434,5.6,-0.014,A0V,91.5751
66200,118022,"",78    Vir,"",78,Vir,203.53305,3.658967,4.92,0.029,A1p SrCrEu,56.6572
66223,118156,"","","","",CVn,203.59109999999998,38.789265,6.37,0.241,F0IV,69.8324
66234,118232,"",24    CVn,"",24,CVn,203.61374999999998,49.015973,4.68,0.132,A5V,55.2792
66236,117919,"","","","",Cen,203.62071,-48.272162,6.32,-0.052,B8III,303.9514
66247,118054,"","","","",Vir,203.668545,-13.214324,5.92,0.02,A0V,148.1481
66249,118098,Heze,79Zet Vir,Zet,79,Vir,203.6733,-0.59582,3.38,0.114,A3V,22.7118
66251,118686,"","","","",Cam,203.678325,76.54671,6.46,1.573,K5III:,229.3578
66254,118010,"","","","",Cen,203.681595,-33.310854,6.46,1.25,K2III,184.8429
66257,118216,"","","","",CVn,203.699145,37.182415,4.91,0.404,F2IV SB,45.6621
66320,118219,"",80    Vir,"",80,Vir,203.880405,-5.396191,5.7,0.95,G6III,97.1817
66326,118266,"","","","",Vir,203.88927,10.204962,6.48,1.043,K1III+...,120.4819
66385,118536,"","","","",UMa,204.16622999999998,49.486648,6.48,1.175,K1III,156.25
66400,118349,"","","","",Hya,204.2019,-26.495198,5.73,0.22,A7V+...,81.5661
66405,118319,"","","","",Cen,204.21072,-34.467839,6.48,1.026,K0III,131.9261
66417,118508,"","","","",Boo,204.24618,24.613297,5.72,1.593,M2III,140.647
66427,118338,"","","","",Cen,204.27508500000002,-44.143203,5.96,0.936,G8/K0III,127.2265
66435,118904,"","","","",UMi,204.295965,71.242252,5.5,1.219,K2III,126.1034
66438,118261,"","","","",Cen,204.3012,-61.691856,5.63,0.493,F6V,35.727
66454,118354,"","","","",Cen,204.347835,-46.427879,5.91,-0.11,B8V,126.4223
66458,118623,"",25    CVn,"",25,CVn,204.365175,36.294898,4.82,0.239,A7III,60.9013
66521,118384,"","","","",Cen,204.53178000000003,-58.414646,6.41,1.113,K1III,158.4786
66522,118660,"","","","",Boo,204.53286,14.301926,6.49,0.274,A9Vs,73.2601
66563,118646,"","","","",Hya,204.675315,-29.560867,5.81,0.431,F3V,46.2749
66574,118344,"","","","",Mus,204.69081,-70.444829,6.11,1.415,K3III,130.039
66575,118520,"","","","",Cen,204.70399500000002,-57.622717,6.0,1.138,G5Ib,100000.0
66594,118839,"","","","",Boo,204.759525,18.265323,6.46,1.217,K3III,165.8375
66607,118285,"","","","",Cha,204.80011499999998,-75.683788,6.32,-0.003,B8IV,236.4066
66613,118970,"","","","",UMa,204.812145,51.804213,6.49,1.378,K2,263.1579
66634,119024,"",82    UMa,"",82,UMa,204.87708,52.921208,5.46,0.113,A3Vn,53.5906
66640,118889,"","","","",Boo,204.89424,10.746269,5.57,0.348,F0V,59.988
66645,118781,"","","","",Cen,204.92019,-39.747587,6.29,1.597,M3/M4III,306.7485
66656,118799,"","","","",Cen,204.95232,-40.051708,5.61,1.301,K2/K3III,152.207
66657,118716,"",Eps Cen,Eps,"",Cen,204.97194000000002,-53.466394,2.29,-0.171,B1III,131.0616
66666,118767,"","","","",Cen,204.99933000000001,-49.949956,5.74,1.496,M8III,157.4803
66681,118666,"","","","",Cen,205.04484,-64.576553,5.79,0.401,F3III-IV,69.4444
66690,119035,"","","","",CVn,205.06494,31.012036,6.21,0.963,G5II:,165.5629
66700,119213,"","","","",UMa,205.08920999999998,57.207606,6.28,0.111,A4p SrCrEu,91.0747
66704,119124,"","","","",UMa,205.09698,50.519413,6.31,0.537,F7.7V,25.3293
66725,119081,"","","","",CVn,205.162845,28.065165,6.22,1.311,K3III,166.6667
66727,119055,"",1    Boo,"",1,Boo,205.168635,19.955719,5.73,0.017,A1V,100.6036
66738,119228,"",83    UMa,"",83,UMa,205.184505,54.681634,4.63,1.63,M2IIIvar,160.5136
66753,117374,"",Kap Oct,Kap,"",Oct,205.233855,-85.786043,5.56,0.183,A2m...,83.7521
66763,119126,"",2    Boo,"",2,Boo,205.25979,22.495768,5.63,1.009,G9III,102.9866
66798,119476,"","","","",Dra,205.37437500000001,64.822411,5.85,0.073,A2V,68.2128
66803,119149,"",82    Vir,"",82,Vir,205.40323500000002,-8.702984,5.03,1.623,M2III,156.25
66821,118991,"","","","",Cen,205.436625,-54.559425,4.99,-0.055,B8Vn+...,83.1947
66849,118978,"","","","",Cen,205.504605,-58.787078,5.38,-0.029,B9IV,239.8082
66860,119288,"","","","",Boo,205.553175,8.388394,6.16,0.418,F3Vp,36.4431
66878,120565,"","","","",Cam,205.595685,82.752408,5.92,0.993,G9III,122.549
66892,119445,"","","","",CVn,205.62008999999998,41.674282,6.3,0.879,G6III,279.3296
66903,120084,"","","","",UMi,205.66395,78.064437,5.91,1.0,G7III:,100.7049
66907,119458,"","","","",CVn,205.680945,34.989021,5.98,0.857,G5III,146.8429
66923,119193,"","","","",Cen,205.727655,-50.790236,6.43,1.671,M0III,259.7403
66924,119250,"","","","",Cen,205.729305,-41.401043,5.96,1.019,K0III,110.3753
66925,119159,"","","","",Cen,205.733805,-56.767971,6.0,-0.096,B0.5III,884.9558
66936,119425,"",84    Vir,"",84,Vir,205.76547,3.537903,5.35,1.091,K1III,73.0994
66984,119361,"","","","",Cen,205.91703,-42.067521,5.96,-0.075,B8III,613.4969
66992,119584,"","","","",Boo,205.93818000000002,22.700423,6.12,1.447,K4III,170.3578
67005,119765,"","","","",UMa,205.97826,52.064413,6.02,0.017,A1V,96.0615
67036,119419,"","","","",Cen,206.066715,-51.012454,6.44,-0.106,A0p,119.0476
67057,119605,"",83    Vir,"",83,Vir,206.12427000000002,-16.179072,5.55,0.805,G1IV/V,252.5253
67071,119623,"","","","",Hya,206.19028500000002,-25.500933,6.21,1.374,K3III,158.7302
67103,119992,"","","","",UMa,206.304855,55.879349,6.47,0.486,F7IV-V,34.5901
67104,119784,"","","","",Boo,206.30597999999998,10.325305,6.42,1.226,K2,128.866
67139,119786,"",85    Vir,"",85,Vir,206.396115,-15.767467,6.18,0.046,A0V,106.0445
67143,119752,"","","","",Hya,206.403735,-26.116009,5.81,0.023,A0V,87.0322
67153,119756,"",1    Cen,"",1,Cen,206.422065,-33.043721,4.23,0.39,F3V,19.4024
67172,119853,"",86    Vir,"",86,Vir,206.48466,-12.426528,5.5,0.898,G8III,124.6883
67194,120047,"","","","",CVn,206.55652500000002,41.088746,5.88,0.211,A5V,52.5486
67199,119727,"","","","",Cen,206.560515,-54.683368,6.42,0.116,A1V,104.9318
67210,120048,"","","","",CVn,206.57946,38.503626,5.92,0.948,G9III,130.719
67231,120198,"",84    UMa,"",84,UMa,206.648595,54.432679,5.68,-0.039,B9p EuCr,89.0472
67234,119834,"","","","",Cen,206.66406,-51.432766,4.64,0.955,G8/K0III,80.5153
67239,120064,"",3    Boo,"",3,Boo,206.68051499999999,25.702236,5.97,0.523,F6IV-V,89.6861
67244,119921,"","","","",Cen,206.7348,-36.251933,5.15,-0.007,A0V,133.8688
67246,120066,"","","","",Vir,206.73801,6.350375,6.33,0.63,G0V,31.6656
67250,120164,"","","","",CVn,206.749155,38.542697,5.51,1.036,K0III+...,97.1817
67261,119796,"","","","",Cen,206.79528000000002,-62.589714,6.4,,A7V,740.7407
67271,120033,"","","","",Vir,206.805855,-9.709455,6.04,1.418,K5III,186.5672
67275,120136,"",4Tau Boo,Tau,4,Boo,206.81565,17.456906,4.5,0.508,F7V,15.6177
67288,120052,"",87    Vir,"",87,Vir,206.85578999999998,-17.859839,5.41,1.623,M2III,207.4689
67292,119938,"","","","",Cen,206.865075,-50.249291,5.92,0.279,A3m...,64.8508
67301,120315,Alkaid,85Eta UMa,Eta,85,UMa,206.88531,49.313265,1.85,-0.099,B3V SB,31.8674
67304,119971,"","","","",Cen,206.91078000000002,-50.320682,5.46,1.351,K2III,152.6718
67384,120420,"","","","",CVn,207.16140000000001,31.190206,5.61,1.032,K0III,87.184
67457,120323,"",2    Cen,"",2,Cen,207.36136499999998,-34.450776,4.19,1.52,M5III,56.1167
67459,120477,"",5Ups Boo,Ups,5,Boo,207.369345,15.797905,4.05,1.52,K5IIIvar,80.7754
67464,120307,"",Nu  Cen,Nu,"",Cen,207.37617,-41.687709,3.41,-0.225,B2IV,133.8688
67472,120324,"",Mu  Cen,Mu,"",Cen,207.404145,-42.473732,3.47,-0.17,B2IV-Ve,155.0388
67480,120539,"",6    Boo,"",6,Boo,207.42846,21.264105,4.92,1.432,K4III,123.0012
67483,120600,"","","","",CVn,207.437235,36.632823,6.43,0.256,A7IV-V,62.461
67485,120787,"","","","",UMa,207.43944,61.489313,5.97,0.974,G3V,125.7862
67494,120452,"",89    Vir,"",89,Vir,207.46786500000002,-18.134168,4.96,1.059,K0III,74.9064
67523,120455,"","","","",Hya,207.52713,-29.081321,6.19,-0.009,A0V,117.3709
67537,120457,"","","","",Cen,207.580815,-39.900855,6.43,0.992,K1III,112.6126
67545,120602,"","","","",Vir,207.602835,5.497224,6.0,0.899,K0,154.7988
67548,120874,"","","","",UMa,207.615645,58.539458,6.45,0.094,A3V,76.864
67589,121146,"","","","",Dra,207.74706,68.3153,6.39,1.179,K2IV,102.3541
67605,120819,"","","","",CVn,207.7884,34.664399,5.89,1.635,M2III,207.9002
67620,120690,"","","","",Hya,207.83483999999999,-24.390368,6.43,0.703,G5V,19.4742
67627,121130,"",10    Dra,"",10,Dra,207.858075,64.723272,4.58,1.572,M3III,113.8952
67648,120672,"","","","",Cen,207.90213,-36.433279,6.34,0.484,F6V,57.971
67663,120640,"","","","",Cen,207.94675500000002,-46.898666,5.77,-0.153,B2Vp,487.8049
67664,120404,"","","","",Cir,207.94761,-69.401258,5.73,1.704,K5/M0III,223.2143
67665,120933,"","","","",CVn,207.94781999999998,34.44424,4.76,1.611,K5III,184.1621
67669,120709,"",3    Cen,"",3,Cen,207.956685,-32.994089,4.32,-0.146,B5,105.3741
67696,120759,"","","","",Cen,208.004085,-31.619207,6.11,0.478,F5/F6V,52.687
67703,120642,"","","","",Cen,208.020315,-52.81153,5.26,-0.084,B9Vn,79.6813
67714,120934,"","","","",Boo,208.076685,12.165135,6.1,0.042,A1V,103.9501
67778,121197,"","","","",CVn,208.285155,40.337977,6.48,1.55,K5,355.8719
67782,121164,"","","","",CVn,208.29288,28.648131,5.91,0.202,A7V,65.7462
67786,120955,"",4    Cen,"",4,Cen,208.302255,-31.927612,4.75,-0.111,B4IV,195.3125
67787,121107,"",7    Boo,"",7,Boo,208.303875,17.932868,5.71,0.845,G5III,211.4165
67819,120987,"","","","",Cen,208.386555,-35.664248,5.53,0.444,F3V,52.2739
67836,120908,"","","","",Cen,208.42959,-53.373323,5.87,0.009,B5III,276.2431
67848,121409,"",86    UMa,"",86,UMa,208.462605,53.728677,5.7,-0.032,A0V,146.8429
67851,121056,"","","","",Cen,208.46708999999998,-35.314361,6.17,1.009,K0III,65.9631
67861,120991,"","","","",Cen,208.48851,-47.128164,5.83,-0.053,B2IIIe,100000.0
67890,121156,"","","","",Hya,208.56939,-28.56959,6.05,1.129,K2III,64.8508
67927,121370,Muphrid,8Eta Boo,Eta,8,Boo,208.671165,18.397717,2.68,0.58,G0IV,11.396
67929,121299,"",90    Vir,"",90,Vir,208.675605,-1.503125,5.16,1.093,K2III,75.5858
67942,120913,"","","","",Cir,208.70469,-67.6521,5.74,1.49,K2III,289.0173
67953,121325,"","","","",Vir,208.742505,-8.058852,6.19,0.53,F8V+...,33.0797
67973,121190,"","","","",Cen,208.80063,-52.160822,5.66,-0.072,B8V,108.2251
68002,121263,"",Zet Cen,Zet,"",Cen,208.885005,-47.288375,2.55,-0.176,B2.5IV,117.096
68009,120213,"","","","",Cha,208.912395,-82.66619,5.95,1.411,K2/K3III:p,245.7002
68030,121560,"","","","",Boo,208.958325,14.056503,6.16,0.518,F6V,24.8633
68065,121682,"","","","",CVn,209.04363,32.032598,6.31,0.401,F4IV-V,67.3401
68079,121416,"","","","",Cen,209.08255499999999,-46.592948,5.82,1.14,K0IV,97.561
68080,121336,"","","","",Cen,209.08323,-54.13242,6.14,0.071,A1V,139.8601
68092,121607,"",92    Vir,"",92,Vir,209.116155,1.050581,5.9,0.217,A8V,90.2527
68101,121384,"","","","",Cen,209.137335,-54.704665,6.0,0.78,G8V,38.6997
